"","Type","SMILES.1"
"197","C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12","C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12"
"198","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C","CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C"
"199","CN(C)C(=O)CN(C(C)=O)C1=CC=CC=C1","CN(C)C(=O)CN(C(C)=O)C1=CC=CC=C1"
"200","[K+].[O-][Cl](=O)=O","[K+].[O-][Cl](=O)=O"
"201","CCCCN(CCCCO)N=O","CCCCN(CCCCO)N=O"
"202","COCCC(=O)OC","COCCC(=O)OC"
"203","CC1=CC(=C(O)C(=C1)N1N=C2C=CC(Cl)=CC2=N1)C(C)(C)C","CC1=CC(=C(O)C(=C1)N1N=C2C=CC(Cl)=CC2=N1)C(C)(C)C"
"204","CCCCCCC(CO)CCCC","CCCCCCC(CO)CCCC"
"205","[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C1=CC=CC(=C1)S([O-])(=O)=O","[Na+].C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C1=CC=CC(=C1)S([O-])(=O)=O"
"206","Cl.NC(=N)N1C=CC=N1","Cl.NC(=N)N1C=CC=N1"
"207","CC(=O)O[Si](OC(C)=O)(OC(C)=O)C=C","CC(=O)O[Si](OC(C)=O)(OC(C)=O)C=C"
"208","CC(CO)OC1=CC=CC=C1","CC(CO)OC1=CC=CC=C1"
"209","CC(C)COC(=O)C1=CC=C(O)C=C1","CC(C)COC(=O)C1=CC=C(O)C=C1"
"210","CN(C)N=NC1=C(NC=N1)C(N)=O","CN(C)N=NC1=C(NC=N1)C(N)=O"
"211","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)CCC(O)=O)=C2C","CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(OC(=O)CCC(O)=O)=C2C"
"212","N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O","N[C@@H](CC1=CNC2=C1C=C(O)C=C2)C(O)=O"
"213","CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=C(C=CC=C5)[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O","CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=C(C=CC=C5)[C@]44C[C@@H](C2[C@H]4O)N3[C@@H]1O"
"214","CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C","CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C"
"215","CC1=CC=CC(C)=C1NC1=NC=CC=C1C(O)=O","CC1=CC=CC(C)=C1NC1=NC=CC=C1C(O)=O"
"216","CC1=CC=CC(NC2=NC=CC=C2C(O)=O)=C1C","CC1=CC=CC(NC2=NC=CC=C2C(O)=O)=C1C"
"217","COC1CCC=CO1","COC1CCC=CO1"
"218","[Cl-].CCCCCCCCCCCCCC[N+](C)(C)C","[Cl-].CCCCCCCCCCCCCC[N+](C)(C)C"
"219","CC(C)C1CCC(O)CC1","CC(C)C1CCC(O)CC1"
"220","C[C@@H]1CCC=C2CC[C@H](C[C@@]12C)C(C)=C","C[C@@H]1CCC=C2CC[C@H](C[C@@]12C)C(C)=C"
"221","OC(CCl)COCC=C","OC(CCl)COCC=C"
"222","COC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1","COC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1"
"223","OCCN1CN(CCO)CN(CCO)C1","OCCN1CN(CCO)CN(CCO)C1"
"224","ClC1=NN=C(Cl)C2=CC=CC=C12","ClC1=NN=C(Cl)C2=CC=CC=C12"
"225","CC(CO)(CO)C(O)=O","CC(CO)(CO)C(O)=O"
"226","OC1=C(C=C(Br)C=C1Br)C(=O)NC1=CC(=CC=C1)C(F)(F)F","OC1=C(C=C(Br)C=C1Br)C(=O)NC1=CC(=CC=C1)C(F)(F)F"
"227","CCCCCCCCCCCCCCCCCl","CCCCCCCCCCCCCCCCCl"
"228","CCC1=C(O)C(=O)C=CO1","CCC1=C(O)C(=O)C=CO1"
"229","Cl.O=C1NCC2(CCN(CCC3=CC=CC=C3)CC2)O1","Cl.O=C1NCC2(CCN(CCC3=CC=CC=C3)CC2)O1"
"230","C=CC(=O)N1CCOCC1","C=CC(=O)N1CCOCC1"
"231","CC(C)=CCOC(=O)C1=CC=CC=C1","CC(C)=CCOC(=O)C1=CC=CC=C1"
"232","[Ca++].CC1=CC(=C(C=C1)N=NC1=C(O)C(=CC2=C1C=CC=C2)C([O-])=O)S([O-])(=O)=O","[Ca++].CC1=CC(=C(C=C1)N=NC1=C(O)C(=CC2=C1C=CC=C2)C([O-])=O)S([O-])(=O)=O"
"233","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O","C\C(\C=C\C1=C(C)CCCC1(C)C)=C\C=C\C(\C)=C\C(O)=O"
"234","Cl.CC(N)COC1=C(C)C=CC=C1C","Cl.CC(N)COC1=C(C)C=CC=C1C"
"235","Cl.CN(C)CCCCl","Cl.CN(C)CCCCl"
"236","OCCCNC1=CC=CC=C1","OCCCNC1=CC=CC=C1"
"237","Cl.NCC(=O)CCC(O)=O","Cl.NCC(=O)CCC(O)=O"
"238","[Na+].NC1=CC(=CC2=C1C(O)=CC(=C2)S(O)(=O)=O)S([O-])(=O)=O","[Na+].NC1=CC(=CC2=C1C(O)=CC(=C2)S(O)(=O)=O)S([O-])(=O)=O"
"239","Cl.NO","Cl.NO"
"240","CCOC(=O)C1=C(O)C2=C(C=C(OCC(C)C)C(OCC(C)C)=C2)N=C1","CCOC(=O)C1=C(O)C2=C(C=C(OCC(C)C)C(OCC(C)C)=C2)N=C1"
"241","NC1(CCCCC1)C#N","NC1(CCCCC1)C#N"
"242","CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)CC","CCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(=O)CC"
"243","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C"
"244","O.O.[Cd++].CC([O-])=O.CC([O-])=O","O.O.[Cd++].CC([O-])=O.CC([O-])=O"
"245","CC1(C)[C@H]2CC[C@H](C2)C1=C","CC1(C)[C@H]2CC[C@H](C2)C1=C"
"246","CN(C)C(=O)C(Cl)C(C)=O","CN(C)C(=O)C(Cl)C(C)=O"
"247","CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1","CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1"
"248","O=C(OCC(COC(=O)C1=CC=CN=C1)(COC(=O)C1=CC=CN=C1)COC(=O)C1=CC=CN=C1)C1=CC=CN=C1","O=C(OCC(COC(=O)C1=CC=CN=C1)(COC(=O)C1=CC=CN=C1)COC(=O)C1=CC=CN=C1)C1=CC=CN=C1"
"249","Cl.CCCOC1=CC=C(C=C1N)C(=O)OCCN(CC)CC","Cl.CCCOC1=CC=C(C=C1N)C(=O)OCCN(CC)CC"
"250","O=[Bi]OC(=O)O[Bi]=O","O=[Bi]OC(=O)O[Bi]=O"
"251","C[C@@H](CCC=C(C)C)CC=O","C[C@@H](CCC=C(C)C)CC=O"
"252","[Na+].CCCCCCCCC1=CC=C(C=C1)S([O-])(=O)=O","[Na+].CCCCCCCCC1=CC=C(C=C1)S([O-])(=O)=O"
"253","CCCCC(=O)N(C)C","CCCCC(=O)N(C)C"
"254","ON=CC1=CC=C(O1)[N+]([O-])=O","ON=CC1=CC=C(O1)[N+]([O-])=O"
"255","[Na+].NC1=C(C=C(Br)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S([O-])(=O)=O","[Na+].NC1=C(C=C(Br)C2=C1C(=O)C1=C(C=CC=C1)C2=O)S([O-])(=O)=O"
"256","CCC(=O)C1=CC=C(Cl)C=C1","CCC(=O)C1=CC=C(Cl)C=C1"
"257","O=C1NC(=O)[C@@H]2[C@@H]3C[C@@H](C=C3)[C@H]12","O=C1NC(=O)[C@@H]2[C@@H]3C[C@@H](C=C3)[C@H]12"
"258","SC1=CC=CC=C1Cl","SC1=CC=CC=C1Cl"
"259","NC1=C(O)C=C(C(Cl)=C1)[N+]([O-])=O","NC1=C(O)C=C(C(Cl)=C1)[N+]([O-])=O"
"260","NC1=C(O)C(Cl)=CC(=C1)[N+]([O-])=O","NC1=C(O)C(Cl)=CC(=C1)[N+]([O-])=O"
"261","CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C","CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C"
"262","CC(O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O","CC(O)CCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O"
"263","COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1","COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1"
"264","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O","N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O"
"265","[Br-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1","[Br-].CCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1"
"266","O[C@H]1[C@@H]2OC(=O)[C@H]1OC(O)[C@H]2O","O[C@H]1[C@@H]2OC(=O)[C@H]1OC(O)[C@H]2O"
"267","O=[Se]=O","O=[Se]=O"
"268","Cl[Pd]Cl","Cl[Pd]Cl"
"269","CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1","CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1"
"270","[Na+].[O-][Cl](=O)=O","[Na+].[O-][Cl](=O)=O"
"271","[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S","[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S"
"272","[O-][N+](=O)C1=CC=C(Cl)C=C1","[O-][N+](=O)C1=CC=C(Cl)C=C1"
"273","C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C","C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C"
"274","CN1CCN(CC1)C(=O)C1CCCCC1","CN1CCN(CC1)C(=O)C1CCCCC1"
"275","NC1=CC=C(C=C1)[N+]([O-])=O","NC1=CC=C(C=C1)[N+]([O-])=O"
"276","OC1=CC=C(C=C1)[N+]([O-])=O","OC1=CC=C(C=C1)[N+]([O-])=O"
"277","CC1=CC(=O)NO1","CC1=CC(=O)NO1"
"278","COC1=CC=C(C=C1)C(C)=O","COC1=CC=C(C=C1)C(C)=O"
"279","CN(C)C1=CC=C(C=O)C=C1","CN(C)C1=CC=C(C=O)C=C1"
"280","[O-][N+](=O)C1=CC=C(CBr)C=C1","[O-][N+](=O)C1=CC=C(CBr)C=C1"
"281","[O-][N+](=O)C1=CC=C(CCl)C=C1","[O-][N+](=O)C1=CC=C(CCl)C=C1"
"282","CNC1=CC=C(C=C1)[N+]([O-])=O","CNC1=CC=C(C=C1)[N+]([O-])=O"
"283","OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O","OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O"
"284","CC(C)C1=CC=C(C=C1)C(C)C","CC(C)C1=CC=C(C=C1)C(C)C"
"285","CC(=O)C1=CC=C(C=C1)[N+]([O-])=O","CC(=O)C1=CC=C(C=C1)[N+]([O-])=O"
"286","ClC(=O)C1=CC=C(C=C1)C(Cl)=O","ClC(=O)C1=CC=C(C=C1)C(Cl)=O"
"287","OC(=O)C1=CC=C(C=C1)C(O)=O","OC(=O)C1=CC=C(C=C1)C(O)=O"
"288","CN(C)C1=CC=C(C=C1)N(C)C","CN(C)C1=CC=C(C=C1)N(C)C"
"289","CCCCCCCC(OC)OC","CCCCCCCC(OC)OC"
"290","[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O","[Ba++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"
"291","CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC(C=CC2=CC=CC=C2Cl)=C1","CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC(C=CC2=CC=CC=C2Cl)=C1"
"292","Cl[Nd](Cl)Cl","Cl[Nd](Cl)Cl"
"293","[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O","[O-][N+](=O)C1=CC=C(C=C1)[N+]([O-])=O"
"294","Cl[Dy](Cl)Cl","Cl[Dy](Cl)Cl"
"295","Cl[In](Cl)Cl","Cl[In](Cl)Cl"
"296","ClP(Cl)(Cl)=O","ClP(Cl)(Cl)=O"
"297","Cl[Sb](Cl)Cl","Cl[Sb](Cl)Cl"
"298","ClP(Cl)(Cl)(Cl)Cl","ClP(Cl)(Cl)(Cl)Cl"
"299","O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O","O.O.O.O.O.O.O.[Co++].[O-]S([O-])(=O)=O"
"300","CCCCCCCCCCCl","CCCCCCCCCCCl"
"301","OCCC1=CC=C(C=C1)[N+]([O-])=O","OCCC1=CC=C(C=C1)[N+]([O-])=O"
"302","CCCCCCCCCCCCCCC(O)=O","CCCCCCCCCCCCCCC(O)=O"
"303","Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12","Cl.CCC1=C2CN3C(=CC4=C(COC(=O)[C@]4(O)CC)C3=O)C2=NC2=CC=C(OC(=O)N3CCC(CC3)N3CCCCC3)C=C12"
"304","CCOC1=CC=C(C=C1)[N+]([O-])=O","CCOC1=CC=C(C=C1)[N+]([O-])=O"
"305","[K+].CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=N[N-]1","[K+].CC1=CC=CN2C(=O)C(=CN=C12)C1=NN=N[N-]1"
"306","CCCCCC\C=C\CCCCCCCC(O)=O","CCCCCC\C=C\CCCCCCCC(O)=O"
"307","CCCCCCOC(=O)C(C)CC","CCCCCCOC(=O)C(C)CC"
"308","NN.OS(O)(=O)=O","NN.OS(O)(=O)=O"
"309","CCN(CC)CCN","CCN(CC)CCN"
"310","CCN(CC)CCO","CCN(CC)CCO"
"311","BrCC1=CC=CC=C1","BrCC1=CC=CC=C1"
"312","[NH3+]O.[NH3+]O.[O-]S([O-])(=O)=O","[NH3+]O.[NH3+]O.[O-]S([O-])(=O)=O"
"313","C=CC1CCC=CC1","C=CC1CCC=CC1"
"314","[Na+].[Na+].[O-]S(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS([O-])(=O)=O)C=C1)C1=CC=CC=N1","[Na+].[Na+].[O-]S(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS([O-])(=O)=O)C=C1)C1=CC=CC=N1"
"315","CCC1=CC=CC=C1","CCC1=CC=CC=C1"
"316","C=CC1=CC=CC=C1","C=CC1=CC=CC=C1"
"317","CCCCCC(CO)CCC","CCCCCC(CO)CCC"
"318","OB(O)O","OB(O)O"
"319","[Cl-].[Cl-].[Ca++]","[Cl-].[Cl-].[Ca++]"
"320","C=CC1=CC=NC=C1","C=CC1=CC=NC=C1"
"321","ClCC1=CC=CC=C1","ClCC1=CC=CC=C1"
"322","NCC1=CC=CC=C1","NCC1=CC=CC=C1"
"323","N#CC1=CC=CC=C1","N#CC1=CC=CC=C1"
"324","N#CC1=CC=NC=C1","N#CC1=CC=NC=C1"
"325","Cl.Cl.CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1","Cl.Cl.CC1=C(O)C(CO)=C(CSSCC2=C(CO)C(O)=C(C)N=C2)C=N1"
"326","O=CC1CCC=CC1","O=CC1CCC=CC1"
"327","OCC1=CC=CC=C1","OCC1=CC=CC=C1"
"328","[Cl-].CC[N+](C)(CC)CC","[Cl-].CC[N+](C)(CC)CC"
"329","O=CC1=CC=CC=C1","O=CC1=CC=CC=C1"
"330","SCC1=CC=CC=C1","SCC1=CC=CC=C1"
"331","N#CC1=CN=CC=C1","N#CC1=CN=CC=C1"
"332","OCC1=CC=CN=C1","OCC1=CC=CN=C1"
"333","Cl[Hg]C1=CC=CC=C1","Cl[Hg]C1=CC=CC=C1"
"334","ClC\C=C/Cl","ClC\C=C/Cl"
"335","CNC1=CC=CC=C1","CNC1=CC=CC=C1"
"336","NNC1=CC=CC=C1","NNC1=CC=CC=C1"
"337","ON=C1CCCCC1","ON=C1CCCCC1"
"338","ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1","ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1"
"339","ONC1=CC=CC=C1","ONC1=CC=CC=C1"
"340","OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1","OC(=O)CCC(O)=O.C1C(C2=NCCN2)C1(C1=CC=CC=C1)C1=CC=CC=C1"
"341","C=CC1=CC=CC=N1","C=CC1=CC=CC=N1"
"342","N#CC1=NC=CC=C1","N#CC1=NC=CC=C1"
"343","CCNC1=NC(N)=NC(Cl)=N1","CCNC1=NC(N)=NC(Cl)=N1"
"344","CCN1CCOCC1","CCN1CCOCC1"
"345","O=NN1CCCCC1","O=NN1CCCCC1"
"346","C1CN2CCC1CC2","C1CN2CCC1CC2"
"347","COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1","COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1"
"348","CC1=CC(C=C)=CC=C1","CC1=CC(C=C)=CC=C1"
"349","CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1","CC(C)(C1=CC=CC=C1)C1=CC=C(NC2=CC=C(C=C2)C(C)(C)C2=CC=CC=C2)C=C1"
"350","[OH-].C[N+](C)(C)CC1=CC=CC=C1","[OH-].C[N+](C)(C)CC1=CC=CC=C1"
"351","OC1=CC=CC=C1C1=NN=CO1","OC1=CC=CC=C1C1=NN=CO1"
"352","CC(C)(O)CC1=CC=CC=C1","CC(C)(O)CC1=CC=CC=C1"
"353","[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O","[Na+].[O-]S(=O)(=O)C1=CC=CC=C1C=O"
"354","OS(=O)(=O)NC1CCCCC1","OS(=O)(=O)NC1CCCCC1"
"355","CCCC(=O)OC(C)(C)CC1=CC=CC=C1","CCCC(=O)OC(C)(C)CC1=CC=CC=C1"
"356","CC(=O)C1=CC=C(C=C1)C(C)=O","CC(=O)C1=CC=C(C=C1)C(C)=O"
"357","C1N2CN3CN1CN(C2)C3","C1N2CN3CN1CN(C2)C3"
"358","C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1","C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1"
"359","CCOC(=O)CN1C=CC=C1C1=NC(=C(S1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1","CCOC(=O)CN1C=CC=C1C1=NC(=C(S1)C1=CC=C(OC)C=C1)C1=CC=C(OC)C=C1"
"360","O.O.O.O.O.O.[Ni++].[O-]S([O-])(=O)=O","O.O.O.O.O.O.[Ni++].[O-]S([O-])(=O)=O"
"361","O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1","O(P(OC1=CC=CC=C1)OC1=CC=CC=C1)C1=CC=CC=C1"
"362","[Na+].[Na+].[O-][Se]([O-])=O","[Na+].[Na+].[O-][Se]([O-])=O"
"363","[Tl+].[O-][N+]([O-])=O","[Tl+].[O-][N+]([O-])=O"
"364","ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1","ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1"
"365","[Cl-].[Cl-].[Cd++]","[Cl-].[Cl-].[Cd++]"
"366","CC(OC1=CC(Cl)=CC=C1)C(O)=O","CC(OC1=CC(Cl)=CC=C1)C(O)=O"
"367","CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1","CCN(CC1=CC(=CC=C1)S(O)(=O)=O)C1=CC=CC=C1"
"368","NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1","NC1=C(Cl)C=C(CC2=CC(Cl)=C(N)C=C2)C=C1"
"369","Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1","Cl.CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1"
"370","OC1=CC=CC(NC2=CC=CC=C2)=C1","OC1=CC=CC(NC2=CC=CC=C2)=C1"
"371","CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O","CN(C)[C@H]1[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O"
"372","COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1","COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)N(C)C1=NC(OC)=NC(C)=N1"
"373","ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1","ClC1=CC=C(NC(=O)NC2=CC=C(Cl)C(Cl)=C2)C=C1"
"374","CC(C)OC(=O)NC1=CC=CC(Cl)=C1","CC(C)OC(=O)NC1=CC=CC(Cl)=C1"
"375","[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O","[Ca++].[O-][N+]([O-])=O.[O-][N+]([O-])=O"
"376","[Br-].CN(C)C(=O)OC1=CC=C[N+](C)=C1","[Br-].CN(C)C(=O)OC1=CC=C[N+](C)=C1"
"377","ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1","ClCC#CCOC(=O)NC1=CC=CC(Cl)=C1"
"378","CC(C)[C@@H](N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3","CC(C)[C@@H](N)C(=O)NCC(C)(C)SCC(=O)O[C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3"
"379","C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1","C=CCOC1=NC(OCC=C)=NC(OCC=C)=N1"
"380","CC(C=O)=CC1=CC=CC=C1","CC(C=O)=CC1=CC=CC=C1"
"381","CNC(C)CC1CCCCC1","CNC(C)CC1CCCCC1"
"382","COC(=O)CC1=CC=CC=C1","COC(=O)CC1=CC=CC=C1"
"383","CN(C)C(=O)NC1=CC=CC=C1","CN(C)C(=O)NC1=CC=CC=C1"
"384","FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1","FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C=C(OC2=C(Cl)C=C(C=C2)C(F)(F)F)C=C1"
"385","CCNC1=NC(SC)=NC(NCC)=N1","CCNC1=NC(SC)=NC(NCC)=N1"
"386","CCCCCCCCCCCCS(Cl)(=O)=O","CCCCCCCCCCCCS(Cl)(=O)=O"
"387","Cl.Cl.COC1=CC=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(OC)=C1OC","Cl.Cl.COC1=CC=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(OC)=C1OC"
"388","COC(CC1=CC=CC=C1)OC","COC(CC1=CC=CC=C1)OC"
"389","Cl.CCN(CC)CCNC(=O)C1=CC=C(NS(C)(=O)=O)C=C1","Cl.CCN(CC)CCNC(=O)C1=CC=C(NS(C)(=O)=O)C=C1"
"390","ClC1=C(C=CC=C1)C1CS\C(S1)=C(/C#N)N1C=CN=C1","ClC1=C(C=CC=C1)C1CS\C(S1)=C(/C#N)N1C=CN=C1"
"391","OC1=CC=C(CC2=CC=CC=C2)C=C1","OC1=CC=C(CC2=CC=CC=C2)C=C1"
"392","NC1=CC=C(NC2=CC=CC=C2)C=C1","NC1=CC=C(NC2=CC=CC=C2)C=C1"
"393","BrC1=CC=C(OC2=CC=CC=C2)C=C1","BrC1=CC=C(OC2=CC=CC=C2)C=C1"
"394","CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1","CN(C)C1=CC=C(CC2=CC=C(C=C2)N(C)C)C=C1"
"395","C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O","C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O"
"396","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C","CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C"
"397","NC1=NC2=C(CCN(CC=C)CC2)S1","NC1=NC2=C(CCN(CC=C)CC2)S1"
"398","[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1","[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1"
"399","CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1","CCCCCCCCC1=CC=C(NC2=CC=C(CCCCCCCC)C=C2)C=C1"
"400","O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1","O=C=NC1=CC=C(CC2=CC=C(C=C2)N=C=O)C=C1"
